scene_id,object_count,front_object_count,vulnerable_count,vehicle_count,close_object_count,occluded_count,truncated_count,min_distance_m,mean_distance_m,min_lateral_abs_m,max_bbox_area_norm,mean_occlusion,mean_truncation,camera_quality_proxy,lidar_geometry_quality_proxy,uncertainty_proxy,risk_prior,max_abs_alpha,critical_scene,split
002863,1,0,1,0,0,0,0,36.891,36.891,8.7,0.001497,0.0,0.0,1.0,0.805,0.088,0.474,1.83,0,validation
002864,9,1,3,6,1,3,2,6.1,24.043,0.08,0.14657,0.259,0.162,0.162,0.801,0.55,0.652,2.66,0,train
002865,3,0,0,3,0,0,0,24.128,39.326,8.07,0.015253,0.333,0.0,0.883,0.789,0.159,0.446,2.91,0,train
002866,5,1,0,5,0,0,1,12.789,42.384,0.48,0.024873,0.2,0.166,0.344,0.849,0.429,0.588,2.28,0,train
002867,8,0,1,6,0,0,0,35.189,47.894,5.99,0.010726,0.208,0.0,0.883,0.73,0.185,0.447,2.12,0,validation
002868,1,0,1,0,0,0,0,11.038,11.038,6.78,0.021384,0.0,0.08,0.948,0.942,0.055,0.653,0.61,0,test
002869,5,1,0,5,0,1,1,8.065,16.724,1.3,0.135944,0.333,0.124,0.422,0.791,0.412,0.595,2.75,0,test
002870,5,4,5,0,2,0,0,11.471,18.781,1.96,0.016658,0.067,0.0,0.883,0.856,0.129,0.672,2.33,1,train
002871,6,1,0,5,0,0,0,14.239,40.53,1.73,0.048708,0.056,0.0,0.883,0.841,0.136,0.485,2.07,0,train
002872,13,3,0,13,0,4,0,15.705,37.932,0.1,0.052724,0.308,0.0,0.767,0.75,0.241,0.475,2.72,0,train
002873,15,5,0,15,2,11,2,5.174,23.57,0.01,0.295129,0.644,0.136,0.013,0.723,0.668,0.704,2.55,1,validation
002874,12,1,0,12,0,4,1,10.569,34.579,0.21,0.07061,0.306,0.033,0.513,0.777,0.368,0.531,2.22,0,validation
002875,1,1,1,0,1,0,0,5.848,5.848,0.95,0.059026,0.0,0.09,0.942,0.969,0.046,0.805,2.43,1,train
002876,2,0,0,2,0,1,0,32.981,43.962,4.8,0.00728,0.5,0.0,0.767,0.659,0.282,0.387,3.11,0,train
002877,2,1,0,2,0,0,0,55.952,61.446,0.47,0.001394,0.0,0.0,1.0,0.704,0.133,0.419,1.61,0,train
002878,5,5,0,4,2,2,0,17.534,24.146,1.92,0.01678,0.333,0.0,0.767,0.741,0.245,0.528,1.71,0,train
002879,7,6,0,7,4,3,1,8.515,20.85,1.66,0.080724,0.381,0.111,0.143,0.705,0.604,0.617,2.43,1,train
002880,3,1,0,3,1,0,0,18.434,21.752,2.45,0.019832,0.111,0.0,0.883,0.819,0.146,0.505,1.72,0,train
002881,1,1,1,0,1,0,0,8.975,8.975,2.94,0.01934,0.0,0.0,1.0,0.952,0.021,0.686,2.83,1,test
002882,2,2,0,2,1,0,1,7.58,18.58,3.35,0.152494,0.0,0.2,0.74,0.96,0.161,0.566,2.04,1,train
002883,5,1,1,4,0,2,0,20.444,49.769,0.56,0.0187,0.4,0.0,0.65,0.642,0.354,0.5,2.48,0,train
002884,2,0,0,2,0,1,0,18.643,25.924,4.3,0.013688,0.333,0.0,0.767,0.735,0.248,0.456,1.67,0,train
002885,3,0,3,0,0,2,0,20.622,34.128,4.18,0.003238,0.667,0.0,0.65,0.641,0.354,0.583,1.85,0,train
002886,2,0,0,2,0,0,1,6.468,26.441,3.82,0.301617,0.167,0.49,0.246,0.882,0.467,0.615,3.01,0,validation
002887,5,0,0,5,0,0,0,20.037,35.803,7.6,0.017981,0.2,0.0,0.883,0.811,0.149,0.446,1.95,0,test
002888,1,1,1,0,1,0,0,8.419,8.419,0.81,0.033023,0.333,0.0,0.883,0.872,0.122,0.814,0.09,1,train
002889,7,2,2,5,2,4,0,7.887,21.648,0.11,0.184687,0.476,0.0,0.767,0.792,0.222,0.675,2.74,1,train
002890,6,4,0,4,2,1,1,5.532,23.501,0.05,0.084222,0.167,0.102,0.37,0.804,0.435,0.553,1.92,1,train
002891,3,0,0,3,0,1,0,58.597,62.709,14.08,0.01053,0.444,0.0,0.65,0.44,0.445,0.36,1.92,0,test
002892,11,11,10,1,11,3,0,5.011,10.282,0.25,0.108806,0.303,0.034,0.565,0.807,0.326,0.81,2.81,1,validation
002893,4,0,1,3,0,2,0,7.551,16.92,3.91,0.125632,0.417,0.022,0.592,0.71,0.355,0.723,2.4,0,train
002894,4,1,0,3,0,1,0,8.575,20.528,0.48,0.282756,0.167,0.04,0.663,0.788,0.281,0.539,1.57,0,test
002895,8,0,0,8,0,3,1,10.165,22.508,3.64,0.108475,0.333,0.048,0.52,0.78,0.363,0.533,2.86,0,test
002896,6,4,0,6,3,0,0,8.436,17.976,2.5,0.125507,0.167,0.0,0.883,0.872,0.122,0.563,1.95,1,train
002897,8,0,2,6,0,4,2,11.432,21.538,6.94,0.038556,0.417,0.207,0.033,0.689,0.672,0.632,3.1,0,train
002898,1,0,1,0,0,0,0,9.577,9.577,3.96,0.023066,0.0,0.0,1.0,0.949,0.023,0.656,2.67,0,test
002899,9,1,0,9,1,4,1,7.021,35.42,0.09,0.100088,0.407,0.048,0.371,0.713,0.475,0.689,2.66,1,train
002900,3,0,0,2,0,0,0,19.096,28.217,10.9,0.016684,0.111,0.0,0.883,0.816,0.147,0.456,1.81,0,train
002901,4,0,1,2,0,1,0,36.432,48.859,15.96,0.005795,0.25,0.0,0.767,0.64,0.29,0.474,2.15,0,train
002902,5,1,0,4,0,3,0,18.018,40.266,0.24,0.039061,0.667,0.05,0.488,0.655,0.437,0.567,2.97,0,train
002903,1,0,0,1,0,0,0,24.199,24.199,4.69,0.007152,0.0,0.0,1.0,0.872,0.058,0.419,1.7,0,train
002904,10,1,10,0,1,2,1,8.556,26.751,1.82,0.024701,0.367,0.049,0.332,0.705,0.501,0.74,3.05,1,validation
002905,5,3,0,5,1,1,0,12.526,28.31,0.56,0.032465,0.4,0.0,0.65,0.684,0.335,0.536,2.95,0,validation
002906,1,1,1,0,1,0,0,9.042,9.042,1.54,0.01945,0.0,0.0,1.0,0.952,0.022,0.749,3.01,1,train
002907,4,1,0,4,0,0,0,28.227,48.083,0.65,0.00916,0.083,0.022,0.825,0.767,0.201,0.522,2.25,0,train
002908,1,0,0,1,0,0,0,39.414,39.414,16.0,0.004189,0.0,0.0,1.0,0.791,0.094,0.317,1.94,0,validation
002909,1,1,0,1,0,0,0,67.893,67.893,1.31,0.000721,0.0,0.0,1.0,0.641,0.162,0.38,1.62,0,train
002910,2,2,0,2,2,0,0,7.318,12.597,1.94,0.195892,0.0,0.055,0.928,0.961,0.057,0.557,2.09,1,train
002911,8,3,1,7,1,1,1,16.062,35.106,1.22,0.035936,0.208,0.051,0.5,0.748,0.388,0.52,2.92,0,validation
002912,19,4,0,16,2,5,3,2.922,32.182,0.55,0.129293,0.316,0.142,0.0,0.735,0.669,0.672,2.8,1,train
002913,3,0,0,2,0,0,1,24.689,28.893,15.07,0.01388,0.222,0.267,0.363,0.786,0.446,0.506,2.35,0,validation
002914,3,0,3,0,0,2,0,22.348,35.65,4.25,0.002888,0.667,0.0,0.65,0.632,0.358,0.571,1.83,0,test
002915,8,1,6,2,1,1,0,14.605,19.449,2.42,0.052166,0.125,0.0,0.767,0.756,0.238,0.624,2.75,1,validation
002916,2,1,0,2,1,0,0,20.206,35.405,3.08,0.011676,0.0,0.0,1.0,0.893,0.048,0.464,1.77,0,validation
002917,5,0,4,0,0,4,1,10.277,15.198,6.06,0.055369,0.867,0.144,0.26,0.696,0.544,0.761,2.36,0,test
002918,6,2,2,4,2,2,0,15.47,28.691,0.61,0.034703,0.278,0.0,0.767,0.751,0.24,0.734,2.72,1,train
002919,2,1,0,2,0,0,0,39.247,43.495,0.48,0.003006,0.167,0.0,0.883,0.709,0.195,0.418,1.77,0,train
002920,11,2,11,0,1,4,1,7.41,23.142,2.85,0.040211,0.455,0.056,0.247,0.711,0.544,0.75,3.04,1,train
002921,1,1,0,1,1,0,0,8.793,8.793,3.2,0.111498,0.0,0.0,1.0,0.953,0.021,0.535,1.96,1,test
002922,3,2,0,3,1,0,0,23.444,36.941,0.44,0.010123,0.111,0.0,0.883,0.793,0.158,0.564,1.83,0,validation
002923,8,1,1,7,0,0,1,11.255,34.689,0.16,0.048141,0.042,0.044,0.656,0.857,0.254,0.568,2.27,0,train
002924,4,3,0,4,0,1,0,29.372,43.823,0.36,0.003027,0.25,0.0,0.767,0.678,0.273,0.528,1.7,0,test
002925,6,1,0,6,0,0,1,12.608,30.544,0.81,0.037276,0.278,0.125,0.396,0.85,0.4,0.583,2.26,0,train
002926,7,2,0,7,0,1,0,19.853,37.27,0.56,0.028417,0.19,0.037,0.598,0.728,0.344,0.474,2.54,0,validation
002927,1,1,1,0,1,0,0,7.71,7.71,1.87,0.025333,0.0,0.0,1.0,0.959,0.018,0.743,2.62,1,train
002928,6,5,0,6,4,1,2,4.354,23.652,2.05,0.19944,0.167,0.278,0.136,0.81,0.56,0.671,2.09,1,train
002929,9,0,0,9,0,5,1,9.928,22.013,4.66,0.094144,0.519,0.059,0.422,0.781,0.416,0.583,2.9,0,train
002930,6,1,0,4,0,0,1,9.71,26.277,0.39,0.076919,0.167,0.16,0.259,0.865,0.468,0.592,1.58,0,train
002931,2,1,0,2,0,0,0,33.043,41.082,0.05,0.010641,0.167,0.0,0.883,0.742,0.18,0.438,2.13,0,train
002932,1,1,0,1,1,0,0,8.887,8.887,3.45,0.12165,0.0,0.05,0.968,0.953,0.039,0.527,1.96,1,train
002933,11,8,2,9,3,2,1,6.621,29.172,1.62,0.203534,0.303,0.065,0.429,0.798,0.405,0.577,2.02,1,train
002934,9,3,0,9,3,4,2,6.386,21.215,0.98,0.150204,0.519,0.164,0.065,0.716,0.642,0.681,2.2,1,train
002935,10,4,1,9,3,4,2,4.296,18.258,1.76,0.095349,0.367,0.167,0.136,0.811,0.56,0.789,2.32,1,test
002936,1,0,0,1,0,0,0,42.896,42.896,12.74,0.005336,0.333,0.0,0.883,0.69,0.204,0.321,2.42,0,test
002937,6,3,1,4,2,2,0,8.473,22.845,2.63,0.05066,0.222,0.0,0.767,0.788,0.224,0.664,2.8,1,train
002938,2,1,0,2,0,0,0,29.098,44.651,3.21,0.014553,0.167,0.0,0.883,0.763,0.171,0.426,1.8,0,train
002939,5,2,1,3,2,1,0,14.917,25.498,0.6,0.015086,0.267,0.034,0.656,0.754,0.3,0.641,2.88,1,validation
002940,7,2,0,7,1,1,0,18.574,36.04,0.4,0.029425,0.286,0.0,0.767,0.735,0.248,0.598,2.22,0,train
002941,2,0,0,2,0,0,0,36.456,45.248,3.68,0.002678,0.167,0.0,0.883,0.724,0.189,0.337,1.55,0,train
002942,4,2,0,4,1,1,0,9.112,19.913,1.97,0.113148,0.167,0.0,0.767,0.785,0.225,0.531,1.9,0,validation
002943,4,2,4,0,2,0,0,12.428,16.677,1.9,0.008061,0.0,0.0,1.0,0.934,0.03,0.683,2.77,1,train
002944,12,8,11,1,7,4,1,5.475,17.186,0.91,0.053244,0.25,0.092,0.266,0.804,0.492,0.78,2.42,1,train
002945,4,0,1,2,0,0,1,5.572,15.591,3.73,0.07211,0.083,0.212,0.331,0.887,0.419,0.572,3.08,0,validation
002946,7,1,0,7,0,0,0,19.706,46.432,0.24,0.014374,0.095,0.0,0.883,0.812,0.149,0.502,1.89,0,validation
002947,13,2,0,11,1,4,3,4.32,27.883,1.31,0.101848,0.359,0.161,0.007,0.727,0.669,0.643,1.58,1,test
002948,6,1,0,6,0,0,1,7.941,27.3,2.77,0.119099,0.167,0.107,0.467,0.875,0.349,0.578,2.18,0,validation
002949,2,0,0,2,0,0,0,45.14,45.737,4.0,0.00457,0.167,0.0,0.883,0.678,0.209,0.307,1.7,0,test
002950,5,1,0,5,1,0,1,14.402,31.763,0.09,0.310095,0.0,0.098,0.681,0.924,0.209,0.595,1.55,0,train
002951,4,1,0,4,0,2,0,37.91,65.2,0.12,0.00515,0.417,0.0,0.65,0.549,0.395,0.482,1.96,0,train
002952,1,1,1,0,1,0,0,9.161,9.161,2.44,0.020297,0.0,0.0,1.0,0.952,0.022,0.707,2.88,1,validation
002953,7,0,1,6,0,3,2,6.997,27.216,4.67,0.040894,0.381,0.214,0.117,0.713,0.615,0.728,2.83,0,validation
002954,2,2,2,0,2,0,0,8.089,8.373,2.56,0.034746,0.167,0.0,0.883,0.874,0.121,0.705,1.58,1,train
002955,3,3,0,3,3,0,1,3.411,8.621,0.39,0.130613,0.111,0.37,0.233,0.899,0.467,0.683,2.35,1,train
002956,1,1,1,0,1,0,0,7.415,7.415,1.69,0.040327,0.0,0.0,1.0,0.961,0.018,0.753,2.68,1,validation
002957,5,5,0,5,3,1,0,10.653,20.361,2.44,0.055155,0.2,0.0,0.767,0.777,0.229,0.557,1.73,1,train
002958,1,1,0,1,1,0,0,9.532,9.532,2.87,0.081595,0.0,0.0,1.0,0.95,0.023,0.545,1.87,1,test
002959,8,8,0,8,4,2,1,4.529,24.515,3.02,0.110102,0.333,0.12,0.143,0.809,0.557,0.646,2.26,1,train
002960,10,1,0,9,1,3,1,7.799,30.259,0.06,0.28115,0.333,0.072,0.299,0.792,0.479,0.598,1.56,0,train
002961,6,3,0,6,0,1,0,13.958,50.811,0.22,0.042555,0.111,0.0,0.767,0.759,0.237,0.487,1.73,0,validation
002962,6,0,1,5,0,1,1,7.065,28.843,3.96,0.04859,0.222,0.143,0.208,0.796,0.528,0.742,2.31,0,test
002963,10,1,0,8,0,2,2,7.113,27.765,0.98,0.119858,0.333,0.119,0.299,0.712,0.515,0.607,1.59,0,train
002964,11,1,0,10,1,5,1,9.222,29.448,3.03,0.101338,0.364,0.038,0.494,0.785,0.375,0.54,2.49,1,train
002965,5,1,0,5,0,1,0,9.512,30.571,0.09,0.125957,0.133,0.0,0.767,0.783,0.226,0.517,2.1,0,test
002966,12,6,9,3,6,5,1,4.773,16.466,0.24,0.21504,0.333,0.088,0.072,0.725,0.635,0.749,3.11,1,train
002967,7,7,0,7,4,0,2,5.485,21.069,1.04,0.156814,0.143,0.184,0.428,0.888,0.365,0.633,2.13,1,test
002968,5,1,0,5,0,2,0,14.287,29.098,0.69,0.042784,0.333,0.0,0.767,0.758,0.237,0.485,2.9,0,train
002969,2,2,0,1,1,0,0,21.102,30.207,3.05,0.007435,0.0,0.0,1.0,0.888,0.05,0.38,1.81,0,train
002970,4,1,0,4,0,0,0,43.72,53.186,2.47,0.009565,0.167,0.0,0.883,0.685,0.206,0.336,2.0,0,train
002971,3,3,0,3,2,0,0,9.42,24.139,2.65,0.088996,0.0,0.0,1.0,0.95,0.022,0.554,1.99,1,train
002972,17,8,0,17,4,8,5,2.451,24.323,2.42,0.183164,0.471,0.217,0.0,0.737,0.668,0.705,3.0,1,train
002973,9,1,2,7,0,2,0,13.188,35.745,2.64,0.04439,0.259,0.003,0.747,0.764,0.245,0.661,2.88,0,test
002974,7,3,0,7,2,3,2,6.225,21.366,0.32,0.182965,0.286,0.137,0.409,0.8,0.415,0.606,2.36,1,validation
002975,7,7,0,7,4,4,0,8.898,26.44,1.06,0.089557,0.476,0.0,0.767,0.786,0.225,0.563,1.84,1,train
002976,10,4,0,10,2,7,0,12.341,25.35,2.33,0.079572,0.533,0.003,0.747,0.768,0.243,0.537,2.95,0,train
002977,3,1,0,3,0,0,0,20.694,67.86,0.21,0.016394,0.111,0.0,0.883,0.807,0.151,0.477,1.99,0,validation
002978,12,9,0,12,4,2,1,3.492,29.692,0.86,0.14687,0.25,0.086,0.117,0.815,0.569,0.664,2.49,1,test
002979,15,14,14,1,14,3,6,2.701,8.3,0.12,0.211687,0.311,0.264,0.02,0.736,0.658,0.885,2.74,1,train
002980,7,1,0,7,0,3,0,24.166,28.698,0.17,0.012646,0.333,0.0,0.767,0.705,0.261,0.531,2.06,0,validation
002981,4,1,0,4,0,0,0,19.41,42.02,0.35,0.057404,0.083,0.0,0.883,0.814,0.148,0.497,1.76,0,train
002982,4,1,0,4,1,0,1,6.0,24.557,3.49,0.117204,0.167,0.19,0.389,0.885,0.388,0.601,3.13,1,test
002983,7,0,0,7,0,2,1,12.68,37.213,7.14,0.029297,0.238,0.129,0.182,0.766,0.555,0.567,2.37,0,train
002984,8,3,0,7,2,4,2,4.843,17.951,2.73,0.149483,0.375,0.159,0.065,0.724,0.638,0.655,2.94,1,train
002985,5,2,0,5,0,0,1,13.233,41.306,0.66,0.028455,0.2,0.158,0.37,0.847,0.416,0.582,2.26,0,train
002986,11,4,1,10,2,4,1,6.881,24.483,0.85,0.139679,0.333,0.055,0.37,0.797,0.438,0.651,2.16,1,train
002987,6,1,0,6,1,0,1,24.627,44.62,0.6,0.018684,0.167,0.072,0.604,0.786,0.314,0.548,2.24,0,train
002988,4,1,0,4,0,1,0,15.895,30.345,0.15,0.04034,0.333,0.0,0.767,0.749,0.241,0.501,2.14,0,train
002989,13,1,0,13,0,1,0,10.174,35.433,2.15,0.110441,0.282,0.003,0.741,0.779,0.242,0.512,2.23,0,train
002990,5,1,0,5,0,1,0,10.909,40.989,0.02,0.070719,0.133,0.0,0.767,0.776,0.229,0.54,1.93,0,validation
002991,5,3,1,4,1,0,0,23.426,33.252,0.96,0.014823,0.133,0.0,0.883,0.793,0.157,0.586,2.44,1,validation
002992,5,1,0,5,1,0,1,22.051,31.531,0.48,0.012065,0.133,0.166,0.344,0.8,0.451,0.558,2.29,0,test
002993,5,1,0,5,1,3,0,18.874,32.341,2.13,0.128034,0.533,0.0,0.65,0.65,0.35,0.589,2.01,1,train
002994,1,1,1,0,1,0,0,9.723,9.723,0.8,0.014715,0.0,0.0,1.0,0.949,0.023,0.779,1.49,1,validation
002995,2,1,0,1,1,0,0,14.676,27.488,3.3,0.018061,0.0,0.0,1.0,0.922,0.035,0.411,1.69,0,validation
002996,8,8,0,8,5,0,1,3.1,20.174,1.08,0.148457,0.167,0.188,0.233,0.9,0.467,0.687,2.02,1,train
002997,2,1,0,1,0,0,0,19.967,29.035,2.51,0.011984,0.0,0.0,1.0,0.894,0.048,0.447,1.75,0,test
002998,3,1,0,3,0,0,0,32.348,46.097,0.7,0.006322,0.0,0.0,1.0,0.829,0.077,0.492,1.92,0,train
002999,5,2,3,2,2,0,2,4.612,16.131,3.17,0.109791,0.067,0.27,0.259,0.892,0.456,0.648,1.6,1,train
003000,3,1,1,2,0,1,0,31.415,50.974,0.01,0.002325,0.333,0.0,0.65,0.584,0.38,0.591,1.83,0,validation
003001,9,4,0,9,2,5,1,10.02,21.803,2.46,0.085592,0.444,0.05,0.474,0.78,0.388,0.552,2.98,1,train
003002,8,7,8,0,7,0,0,4.061,13.831,0.04,0.107687,0.0,0.076,0.792,0.979,0.124,0.818,2.59,1,train
003003,3,2,0,3,0,1,0,39.26,53.077,0.05,0.001631,0.222,0.0,0.767,0.625,0.297,0.491,1.58,0,train
003004,16,4,1,15,2,11,1,8.045,25.832,2.56,0.117953,0.479,0.061,0.182,0.707,0.582,0.605,2.98,1,train
003005,5,1,0,5,1,0,0,8.822,31.483,0.17,0.061523,0.133,0.0,0.883,0.87,0.123,0.673,1.98,1,train
003006,4,1,0,4,1,0,0,14.401,26.449,1.83,0.044695,0.0,0.0,1.0,0.924,0.034,0.528,1.81,0,test
003007,3,1,0,3,0,0,0,33.299,51.894,0.31,0.008518,0.0,0.0,1.0,0.824,0.079,0.426,2.0,0,train
003008,9,5,1,8,3,1,1,5.378,25.336,0.46,0.152941,0.185,0.086,0.266,0.805,0.491,0.632,2.12,1,validation
003009,14,4,12,2,2,2,0,7.067,18.339,0.51,0.036429,0.167,0.006,0.715,0.796,0.249,0.704,2.73,1,train
003010,4,2,0,4,2,1,0,7.01,10.307,2.35,0.137734,0.25,0.058,0.617,0.796,0.302,0.566,2.02,1,train
003011,3,2,1,2,1,0,0,13.488,25.27,0.7,0.027142,0.0,0.0,1.0,0.929,0.032,0.545,1.77,0,train
003012,4,4,0,4,2,0,1,4.987,25.025,2.16,0.086671,0.167,0.24,0.259,0.89,0.457,0.626,2.3,1,train
003013,7,0,1,5,0,4,1,10.662,28.931,5.7,0.098716,0.429,0.173,0.117,0.694,0.624,0.686,2.76,0,test
003014,8,0,3,4,0,3,0,14.084,27.201,7.58,0.050924,0.417,0.037,0.455,0.675,0.446,0.567,2.81,0,validation
003015,10,5,1,9,4,5,0,10.247,22.108,0.94,0.052246,0.367,0.0,0.767,0.779,0.228,0.73,1.9,1,train
003016,5,0,0,5,0,2,0,9.514,21.573,3.81,0.103419,0.333,0.0,0.767,0.783,0.226,0.517,2.1,0,train
003017,9,1,1,8,0,1,1,20.928,39.093,0.29,0.010176,0.148,0.082,0.286,0.723,0.518,0.554,2.32,0,validation
003018,6,4,6,0,4,0,0,5.413,9.141,2.77,0.080602,0.056,0.052,0.701,0.888,0.215,0.74,2.02,1,test
003019,7,3,0,7,2,1,1,4.501,20.947,2.52,0.126063,0.238,0.134,0.156,0.81,0.55,0.653,2.26,1,validation
003020,4,0,3,0,0,0,0,12.635,20.315,5.1,0.0137,0.0,0.0,1.0,0.933,0.03,0.605,2.07,0,validation
003021,9,4,0,9,3,4,1,12.119,24.636,0.92,0.052466,0.333,0.072,0.344,0.769,0.465,0.551,2.71,1,validation
003022,7,3,0,7,2,3,1,5.88,20.619,2.46,0.116052,0.333,0.12,0.221,0.802,0.518,0.608,2.17,1,train
003023,3,1,0,3,1,0,0,22.339,24.403,1.01,0.008646,0.111,0.0,0.883,0.798,0.155,0.533,1.9,0,test
003024,1,1,1,0,1,0,0,7.281,7.281,0.11,0.021852,0.0,0.0,1.0,0.961,0.017,0.826,1.57,1,train
003025,3,1,0,3,0,0,0,19.419,22.179,0.08,0.029565,0.222,0.0,0.883,0.814,0.148,0.561,2.54,0,validation
003026,4,4,0,4,3,0,0,9.835,20.62,1.26,0.068402,0.167,0.0,0.883,0.865,0.125,0.569,1.88,1,train
003027,5,1,1,4,0,0,0,9.358,37.251,0.7,0.082532,0.067,0.0,0.883,0.867,0.124,0.658,2.17,0,test
003028,4,0,2,2,0,0,0,16.721,29.4,4.1,0.022962,0.167,0.0,0.883,0.828,0.142,0.631,2.63,0,test
003029,2,1,0,2,0,0,0,35.979,44.315,1.47,0.007723,0.0,0.0,1.0,0.81,0.086,0.373,1.95,0,validation
003030,9,3,0,9,2,7,1,8.903,25.218,2.6,0.071093,0.593,0.08,0.182,0.703,0.584,0.658,2.93,1,train
003031,2,1,0,2,0,0,0,61.829,68.206,1.55,0.000635,0.0,0.0,1.0,0.673,0.147,0.369,1.58,0,train
003032,5,2,1,4,0,0,1,7.181,22.042,0.09,0.105783,0.2,0.118,0.5,0.879,0.33,0.715,2.23,1,train
003033,7,0,1,6,0,1,1,29.243,50.405,8.91,0.008096,0.333,0.107,0.279,0.679,0.541,0.473,2.93,0,train
003034,8,5,2,6,3,2,0,8.815,26.526,0.1,0.112843,0.25,0.0,0.767,0.787,0.224,0.689,2.72,1,train
003035,3,2,0,3,1,1,0,15.929,22.356,0.4,0.287469,0.222,0.057,0.656,0.749,0.302,0.584,1.57,0,train
003036,5,1,0,5,1,0,1,9.441,27.176,0.06,0.253194,0.0,0.2,0.35,0.95,0.38,0.597,1.54,0,validation
003037,7,1,0,7,0,0,0,30.558,53.85,0.27,0.00489,0.143,0.0,0.883,0.755,0.174,0.5,1.85,0,train
003038,1,1,0,1,0,0,0,44.7,44.7,1.64,0.002056,0.0,0.0,1.0,0.763,0.106,0.367,1.74,0,validation
003039,7,2,0,7,0,2,0,20.126,39.084,0.18,0.021317,0.238,0.0,0.767,0.727,0.251,0.47,2.4,0,test
003040,7,1,0,7,0,0,0,22.406,48.256,0.24,0.010378,0.095,0.0,0.883,0.798,0.155,0.502,1.88,0,train
003041,16,7,0,14,4,12,1,4.89,25.11,1.56,0.15325,0.646,0.051,0.123,0.724,0.606,0.742,2.29,1,test
003042,6,4,3,3,3,1,0,15.209,25.96,0.6,0.023323,0.222,0.0,0.767,0.753,0.24,0.652,2.93,1,train
003043,8,1,0,8,0,4,1,8.743,21.868,1.76,0.098777,0.417,0.105,0.273,0.704,0.533,0.607,2.95,0,train
003044,2,0,0,2,0,0,0,33.932,34.634,19.37,0.010384,0.333,0.125,0.721,0.737,0.272,0.391,1.06,0,validation
003045,2,2,0,2,0,0,0,29.741,52.44,2.96,0.004266,0.0,0.0,1.0,0.843,0.071,0.405,1.67,0,train
003046,4,1,1,3,0,0,0,13.293,38.051,0.0,0.021793,0.0,0.0,1.0,0.93,0.032,0.631,1.97,0,train
003047,14,13,13,1,11,4,2,4.144,16.369,0.14,0.064684,0.31,0.09,0.247,0.728,0.537,0.875,2.68,1,train
003048,9,4,0,9,3,2,1,5.858,25.832,0.56,0.139919,0.296,0.089,0.247,0.802,0.503,0.62,1.57,1,test
003049,1,0,0,1,0,0,0,24.582,24.582,8.73,0.015924,0.333,0.0,0.883,0.787,0.16,0.443,0.42,0,train
003050,6,3,4,2,0,0,0,29.543,42.476,0.54,0.012695,0.167,0.0,0.883,0.76,0.172,0.555,2.97,0,validation
003051,14,2,0,14,1,3,1,16.1,35.995,0.62,0.02528,0.286,0.045,0.357,0.748,0.467,0.599,2.39,0,test
003052,4,2,0,4,0,0,0,23.409,39.283,0.58,0.023879,0.083,0.0,0.883,0.793,0.157,0.424,2.05,0,train
003053,5,2,0,5,2,1,1,10.309,24.665,2.01,0.073911,0.267,0.126,0.357,0.779,0.453,0.588,2.93,0,train
003054,1,0,1,0,0,0,0,15.201,15.201,5.73,0.007304,0.0,0.0,1.0,0.92,0.036,0.619,1.15,0,test
003055,10,3,0,10,2,1,2,3.942,30.243,0.96,0.094779,0.233,0.19,0.0,0.729,0.672,0.648,1.57,1,train
003056,6,2,0,6,2,3,1,6.456,24.361,3.4,0.148234,0.444,0.1,0.377,0.799,0.433,0.615,3.02,1,validation
003057,7,2,1,6,0,2,0,13.838,43.271,1.77,0.046226,0.286,0.0,0.767,0.76,0.236,0.628,2.94,0,train
003058,4,1,0,4,0,0,1,14.717,33.907,0.34,0.025339,0.25,0.172,0.435,0.839,0.383,0.564,2.27,0,train
003059,2,1,1,1,1,0,1,8.465,11.598,1.85,0.052814,0.0,0.34,0.558,0.955,0.263,0.739,0.84,1,test
003060,2,0,0,2,0,0,1,25.557,49.958,11.4,0.052216,0.0,0.375,0.512,0.865,0.329,0.47,1.59,0,train
003061,6,4,2,4,3,2,1,7.204,27.093,2.37,0.113385,0.222,0.13,0.26,0.795,0.499,0.668,2.24,1,train
003062,3,2,0,3,1,1,1,4.312,30.504,0.07,0.064965,0.333,0.333,0.0,0.727,0.673,0.631,2.54,0,test
003063,2,0,0,2,0,0,1,32.908,33.608,19.43,0.011861,0.333,0.255,0.552,0.742,0.362,0.419,1.04,0,train
003064,13,3,0,13,0,5,0,14.486,36.614,0.19,0.064166,0.333,0.008,0.695,0.757,0.277,0.483,2.69,0,test
003065,5,2,3,2,2,0,1,4.612,16.113,0.08,0.109815,0.133,0.192,0.259,0.892,0.456,0.645,1.6,1,train
003066,5,1,0,5,1,3,0,20.739,34.41,1.65,0.09478,0.533,0.0,0.65,0.64,0.354,0.596,2.0,1,train
003067,4,1,0,4,0,1,1,14.939,25.698,2.14,0.023846,0.167,0.177,0.305,0.754,0.493,0.537,2.48,0,train
003068,2,1,0,2,0,1,0,8.857,21.906,3.18,0.142799,0.667,0.025,0.618,0.703,0.344,0.605,2.03,0,train
003069,1,0,0,1,0,0,0,35.437,35.437,4.34,0.003354,0.0,0.0,1.0,0.812,0.084,0.344,1.76,0,train
003070,1,0,0,1,0,0,0,51.209,51.209,8.55,0.00278,0.0,0.0,1.0,0.729,0.122,0.28,2.08,0,train
003071,3,1,1,2,0,2,0,47.58,57.877,2.22,0.003878,0.444,0.0,0.767,0.581,0.317,0.532,3.11,0,test
